"ensembl","symbol","entrez"
"ENSRNOG00000001875","Smpd4","303790"
"ENSRNOG00000001876","Ccdc74a","680752"
"ENSRNOG00000001877","Med15","360743"
"ENSRNOG00000001878","Klhl22","303792"
"ENSRNOG00000000288","Scarf2","287949"
"ENSRNOG00000029216",NA,NA
"ENSRNOG00000001868","Crkl","287942"
"ENSRNOG00000001867","Snap29","116500"
"ENSRNOG00000060045","Pi4ka","64161"
"ENSRNOG00000051458","Hic2","287940"
"ENSRNOG00000030452","Rimbp3","303785"
"ENSRNOG00000001862","Ube2l3","363836"
"ENSRNOG00000001861","Ydjc","287938"
"ENSRNOG00000001860","Ccdc116","287936"
"ENSRNOG00000001859","Sdf2l1","680945"
"ENSRNOG00000026918","2610318N02Rikl","287935"
"ENSRNOG00000026900","Ppil2","360746"
"ENSRNOG00000001858",NA,NA
"ENSRNOG00000001849","Mapk1","116590"
"ENSRNOG00000037909","Ppm1f","287931"
"ENSRNOG00000001845","Top3b","287930"
"ENSRNOG00000059491","Fgd4","246174"
"ENSRNOG00000001813","Dnm1l","114114"
"ENSRNOG00000025252","Yars2","287924"
"ENSRNOG00000050869",NA,NA
"ENSRNOG00000037851","Spidr","498119"
"ENSRNOG00000001834",NA,NA
"ENSRNOG00000025028","Prkdc","360748"
"ENSRNOG00000001833","Mcm4","29728"
"ENSRNOG00000001829","Ube2v2","287927"
"ENSRNOG00000050091","Clxn","301957"
"ENSRNOG00000047699","Snai2","25554"
"ENSRNOG00000002697","Mtmr1","317296"
"ENSRNOG00000031197","F8","302470"
"ENSRNOG00000024066","Fundc2","361288"
"ENSRNOG00000056435","Mtcp1","498814"
"ENSRNOG00000024071",NA,NA
"ENSRNOG00000016417",NA,NA
"ENSRNOG00000015332","Thoc1","291797"
"ENSRNOG00000014981","Usp14","291796"
"ENSRNOG00000031092","Rock1","81762"
"ENSRNOG00000031022",NA,NA
"ENSRNOG00000023492","Greb1l","498819"
"ENSRNOG00000014031","Esco1","680014"
"ENSRNOG00000013714","Snrpd1","291794"
"ENSRNOG00000029370","Abhd3","291793"
"ENSRNOG00000013281","Mib1","307594"
"ENSRNOG00000012899","Rbbp8","291787"
"ENSRNOG00000012795","Cables1","307585"
"ENSRNOG00000023412","Slc35d4","680558"
"ENSRNOG00000023376","Riok3","361293"
"ENSRNOG00000012597","Rmc1","291784"
"ENSRNOG00000012016","Npc1","266732"
"ENSRNOG00000046744","Ankrd29","498823"
"ENSRNOG00000011300","Lama3","307582"
"ENSRNOG00000050949","Ttc39c","686179"
"ENSRNOG00000047436","Cabyr","686189"
"ENSRNOG00000054058","Osbpl1a","259221"
"ENSRNOG00000045844","Impact","497198"
"ENSRNOG00000031244",NA,NA
"ENSRNOG00000016874","Zfp521","307579"
"ENSRNOG00000016800","Ss18","361295"
"ENSRNOG00000026023","Taf4b","291773"
"ENSRNOG00000016467","Kctd1","291772"
"ENSRNOG00000016043","Aqp4","25293"
"ENSRNOG00000015602","Cdh2","83501"
"ENSRNOG00000058674",NA,NA
"ENSRNOG00000039969","Dsc2","291760"
"ENSRNOG00000054849",NA,NA
"ENSRNOG00000060341",NA,NA
"ENSRNOG00000015418","Klhl14","364823"
"ENSRNOG00000015383","Asxl3","307555"
"ENSRNOG00000014775","Nol4","307553"
"ENSRNOG00000016671","Dtna","307548"
"ENSRNOG00000029958","Rpl10-ps14","498828"
"ENSRNOG00000047261",NA,NA
"ENSRNOG00000015645","Rnf138","94196"
"ENSRNOG00000057832","Rnf125","361296"
"ENSRNOG00000022202","Trappc8","291750"
"ENSRNOG00000015895","B4galt6","65196"
"ENSRNOG00000016526","Dsg2","307562"
"ENSRNOG00000049681","Mapre2","679221"
"ENSRNOG00000048101","Zfp397","100909408"
"ENSRNOG00000030131","Zscan30","364827"
"ENSRNOG00000049137","Zfp35","307547"
"ENSRNOG00000016562",NA,NA
"ENSRNOG00000016532","Ino80c","291737"
"ENSRNOG00000016207","Galnt1","79214"
"ENSRNOG00000015546","Rmp24","498830"
"ENSRNOG00000016036","Rprd1a","291736"
"ENSRNOG00000028703","Slc39a6","291733"
"ENSRNOG00000015301","Elp2","307545"
"ENSRNOG00000027230","Fhod3","100360334"
"ENSRNOG00000062247","Hsc70-ps2","291729"
"ENSRNOG00000054118","Tpgs2","361301"
"ENSRNOG00000029466","Kiaa1328","498831"
"ENSRNOG00000014503","Celf4","307540"
"ENSRNOG00000049802",NA,NA
"ENSRNOG00000017840","Pik3c3","65052"
"ENSRNOG00000017568","Rit2","291713"
"ENSRNOG00000017333","Syt4","64440"
"ENSRNOG00000030364","Rpl35l1","686074"
"ENSRNOG00000017091","Slc25a46","291709"
"ENSRNOG00000016773","Sap130","307527"
"ENSRNOG00000016250","Ammecr1l","307526"
"ENSRNOG00000016231","Polr2d","364834"
"ENSRNOG00000011382","Wdr33","307524"
"ENSRNOG00000016216","Sft2d3","364835"
"ENSRNOG00000016021","Lims2","361303"
"ENSRNOG00000014630","Iws1","291705"
"ENSRNOG00000014089","Map3k2","171492"
"ENSRNOG00000013180","Ercc3","291703"
"ENSRNOG00000012852","Bin1","117028"
"ENSRNOG00000029939",NA,NA
"ENSRNOG00000053248",NA,NA
"ENSRNOG00000046154",NA,NA
"ENSRNOG00000027355","Wdr36","688637"
"ENSRNOG00000020478","Camk4","25050"
"ENSRNOG00000020468","Stard4","291699"
"ENSRNOG00000020467",NA,NA
"ENSRNOG00000026050","Epb41l4a","307514"
"ENSRNOG00000020423","Apc","24205"
"ENSRNOG00000020204","Srp19","291685"
"ENSRNOG00000020167","Reep5","364838"
"ENSRNOG00000020384","Fam13b","291694"
"ENSRNOG00000020118","Nme5","688903"
"ENSRNOG00000020340","Brd8","291691"
"ENSRNOG00000024428","Kif20a","361308"
"ENSRNOG00000024241","Cdc23","291689"
"ENSRNOG00000024008","Cdc25c","307511"
"ENSRNOG00000020261","Fam53c","685405"
"ENSRNOG00000050200","Kdm3b","682469"
"ENSRNOG00000049629","Reep2","682105"
"ENSRNOG00000019422","Egr1","24330"
"ENSRNOG00000019450","Etf1","307503"
"ENSRNOG00000019525","Hspa9","291671"
"ENSRNOG00000005796","Ctnna1","307505"
"ENSRNOG00000047085","Lrrtm2","685472"
"ENSRNOG00000019826","Sil1","291673"
"ENSRNOG00000019875","Matr3","29150"
"ENSRNOG00000019934","Paip2","361309"
"ENSRNOG00000039596","Prob1","689207"
"ENSRNOG00000019976","Spata24","291676"
"ENSRNOG00000019995","Dnajc18","291677"
"ENSRNOG00000042523",NA,NA
"ENSRNOG00000032878","Cxxc5","291670"
"ENSRNOG00000019177","Psd2","307500"
"ENSRNOG00000019093","Nrg2","432361"
"ENSRNOG00000019062",NA,NA
"ENSRNOG00000018775","Cystm1","100363310"
"ENSRNOG00000018653","Pfdn1","361310"
"ENSRNOG00000018646","Hbegf","25433"
"ENSRNOG00000030247","Eif4ebp3","100365872"
"ENSRNOG00000018089","Sra1","252891"
"ENSRNOG00000017849","Apbb3","117026"
"ENSRNOG00000002908","Slc35a4","257647"
"ENSRNOG00000017718","Tmco6","291661"
"ENSRNOG00000017571","Ndufa2","291660"
"ENSRNOG00000017251","Ik","291659"
"ENSRNOG00000028105","Hars1","307492"
"ENSRNOG00000016087","Hars2","307491"
"ENSRNOG00000016016",NA,NA
"ENSRNOG00000048674",NA,NA
"ENSRNOG00000045960",NA,NA
"ENSRNOG00000050378",NA,NA
"ENSRNOG00000047174",NA,NA
"ENSRNOG00000020119","Pcdha4","116741"
"ENSRNOG00000039476","Pcdhb2","498843"
"ENSRNOG00000020095",NA,NA
"ENSRNOG00000027469",NA,NA
"ENSRNOG00000020084",NA,NA
"ENSRNOG00000054953",NA,NA
"ENSRNOG00000046264",NA,NA
"ENSRNOG00000020073",NA,NA
"ENSRNOG00000020072",NA,NA
"ENSRNOG00000029244","Pcdhb10","291649"
"ENSRNOG00000020066",NA,NA
"ENSRNOG00000033719",NA,NA
"ENSRNOG00000020062",NA,NA
"ENSRNOG00000020059",NA,NA
"ENSRNOG00000020054",NA,NA
"ENSRNOG00000039472","Pcdhb16l","291645"
"ENSRNOG00000039471",NA,NA
"ENSRNOG00000039470","Pcdhb17","548104"
"ENSRNOG00000039469",NA,NA
"ENSRNOG00000033123",NA,NA
"ENSRNOG00000033479",NA,NA
"ENSRNOG00000020028","Pcdhb22","307486"
"ENSRNOG00000027359",NA,NA
"ENSRNOG00000020024","Slc25a2","291640"
"ENSRNOG00000039463",NA,NA
"ENSRNOG00000034126",NA,NA
"ENSRNOG00000039461",NA,NA
"ENSRNOG00000042264",NA,NA
"ENSRNOG00000042322",NA,NA
"ENSRNOG00000042376",NA,NA
"ENSRNOG00000027299",NA,NA
"ENSRNOG00000027296",NA,NA
"ENSRNOG00000027290",NA,NA
"ENSRNOG00000039459",NA,NA
"ENSRNOG00000027277",NA,NA
"ENSRNOG00000039457",NA,NA
"ENSRNOG00000030352",NA,NA
"ENSRNOG00000039455",NA,NA
"ENSRNOG00000027253",NA,NA
"ENSRNOG00000039454",NA,NA
"ENSRNOG00000027232",NA,NA
"ENSRNOG00000027220",NA,NA
"ENSRNOG00000019799",NA,NA
"ENSRNOG00000019688","Diaph1","307483"
"ENSRNOG00000019618","Hdac3","84578"
"ENSRNOG00000019575","Rell2","361313"
"ENSRNOG00000039415","Fchsd1","307482"
"ENSRNOG00000055527","Arap3","361314"
"ENSRNOG00000060410","Pcdh1","307481"
"ENSRNOG00000019276","Dele1","307480"
"ENSRNOG00000045637","Rnf14","619577"
"ENSRNOG00000047213","Gnpda1","683570"
"ENSRNOG00000013562","Ndfip1","291609"
"ENSRNOG00000014096","Nr3c1","24413"
"ENSRNOG00000013920","Arhgap26","307459"
"ENSRNOG00000013851","Spry4","291610"
"ENSRNOG00000048800",NA,NA
"ENSRNOG00000014564","Yipf5","361315"
"ENSRNOG00000045895","Dcp2","291604"
"ENSRNOG00000011271","Mcc","307449"
"ENSRNOG00000049822",NA,NA
"ENSRNOG00000054049",NA,NA
"ENSRNOG00000018304","Lars1","291624"
"ENSRNOG00000027250","Rbm27","361317"
"ENSRNOG00000018849","Tcerg1","307474"
"ENSRNOG00000018851","Ppp2r2b","60660"
"ENSRNOG00000027066","Stk32a","364858"
"ENSRNOG00000018992","Dpysl3","25418"
"ENSRNOG00000019159","Jakmip2","307479"
"ENSRNOG00000011225",NA,NA
"ENSRNOG00000051569",NA,NA
"ENSRNOG00000016675","Kcnn2","54262"
"ENSRNOG00000016612","Trim36","291597"
"ENSRNOG00000003541","Pggt1b","81746"
"ENSRNOG00000003559","Ccdc112","498858"
"ENSRNOG00000003578","Fem1c","302288"
"ENSRNOG00000042070","Tmed7","252889"
"ENSRNOG00000003691",NA,NA
"ENSRNOG00000031421","Eif1a","317163"
"ENSRNOG00000000158","Cdo1","81718"
"ENSRNOG00000000157","Atg12","361321"
"ENSRNOG00000003829","Ap3s1","302290"
"ENSRNOG00000003950","Lvrn","502160"
"ENSRNOG00000003958","Commd10","361323"
"ENSRNOG00000004033","Sema6a","361324"
"ENSRNOG00000059142","Dtwd2","361326"
"ENSRNOG00000061132",NA,NA
"ENSRNOG00000024671","Dmxl1","307429"
"ENSRNOG00000026136","Tnfaip8","307428"
"ENSRNOG00000015840","Hsd17b4","79244"
"ENSRNOG00000019744","Prr16","361327"
"ENSRNOG00000014808","Srfbp1","291469"
"ENSRNOG00000014426","Lox","24914"
"ENSRNOG00000018254","Sncaip","307309"
"ENSRNOG00000017832","Snx2","291464"
"ENSRNOG00000017488","Snx24","361328"
"ENSRNOG00000017416","Ppic","291463"
"ENSRNOG00000017035","Cep120","307302"
"ENSRNOG00000054920",NA,NA
"ENSRNOG00000016677","Csnk1g3","64823"
"ENSRNOG00000023197","Zfp608","307296"
"ENSRNOG00000015772","Metap2-ps1","498869"
"ENSRNOG00000015225","Gramd2b","307288"
"ENSRNOG00000015161",NA,NA
"ENSRNOG00000014645","Aldh7a1","291450"
"ENSRNOG00000014459","Phax","286917"
"ENSRNOG00000013774","Lmnb1","116685"
"ENSRNOG00000023013","Marchf3","364878"
"ENSRNOG00000013738","C18h5orf63","100174910"
"ENSRNOG00000013674","Megf10","291445"
"ENSRNOG00000016433","Prrc1","291444"
"ENSRNOG00000015971","Slc12a2","83629"
"ENSRNOG00000043219","Fbn2","689008"
"ENSRNOG00000052190",NA,NA
"ENSRNOG00000019711","Isoc1","364879"
"ENSRNOG00000043100",NA,NA
"ENSRNOG00000019577","Adamts19","361332"
"ENSRNOG00000022429","Minar2","291580"
"ENSRNOG00000050152","Chsy3","291577"
"ENSRNOG00000019536","Smim3","286910"
"ENSRNOG00000019298","Dctn4","84428"
"ENSRNOG00000019235","Rbm22","307410"
"ENSRNOG00000019181","Synpo","60324"
"ENSRNOG00000019014","Ndst1","29633"
"ENSRNOG00000018774","Rps14","29284"
"ENSRNOG00000026108","Tcof1","291571"
"ENSRNOG00000018712","Camk2a","25400"
"ENSRNOG00000018644","Slc6a7","117100"
"ENSRNOG00000018461","Pdgfrb","24629"
"ENSRNOG00000018414","Csf1r","307403"
"ENSRNOG00000018132","Hmgxb3","361335"
"ENSRNOG00000018082","Slc26a2","117267"
"ENSRNOG00000017503","Ppargc1b","291567"
"ENSRNOG00000025502","Arhgef37","307398"
"ENSRNOG00000017106",NA,NA
"ENSRNOG00000031591",NA,NA
"ENSRNOG00000019643","Pcyox1l","307396"
"ENSRNOG00000042682",NA,NA
"ENSRNOG00000019403","Afap1l1","291565"
"ENSRNOG00000019365","Ablim3","307395"
"ENSRNOG00000019063","Fbxo38","307390"
"ENSRNOG00000043304","Apcdd1","689616"
"ENSRNOG00000018914","Napg","307382"
"ENSRNOG00000038784","Piezo2","307380"
"ENSRNOG00000018818","Txnl1","140922"
"ENSRNOG00000018387","Wdr7","66031"
"ENSRNOG00000018305","St8sia3","25547"
"ENSRNOG00000052665","Onecut2","307376"
"ENSRNOG00000018053","Fech","361338"
"ENSRNOG00000017852","Nars1","291556"
"ENSRNOG00000017610","Nedd4l","291553"
"ENSRNOG00000017421","Alpk2","498875"
"ENSRNOG00000017181","Malt1","307366"
"ENSRNOG00000017116","Zfp532","307362"
"ENSRNOG00000024640","Oacyl","291549"
"ENSRNOG00000017036","Sec11c","266758"
"ENSRNOG00000016999","Grp","171101"
"ENSRNOG00000024470","Lman1","116666"
"ENSRNOG00000018770","Pmaip1","492821"
"ENSRNOG00000032885",NA,NA
"ENSRNOG00000018692",NA,NA
"ENSRNOG00000010440","Gnal","24611"
"ENSRNOG00000018648","Mppe1","361344"
"ENSRNOG00000018516","Impa2","282636"
"ENSRNOG00000018371","Tubb6","307351"
"ENSRNOG00000017965","Afg3l2","307350"
"ENSRNOG00000017954","Prelid3a","690253"
"ENSRNOG00000025324","Spire1","307348"
"ENSRNOG00000021918","Cep76","291540"
"ENSRNOG00000017729",NA,NA
"ENSRNOG00000017453","Ptpn2","117063"
"ENSRNOG00000042879","Cep192","307347"
"ENSRNOG00000048704",NA,NA
"ENSRNOG00000016879","Ldlrad4","679578"
"ENSRNOG00000016740",NA,NA
"ENSRNOG00000016698","Rnmt","291534"
"ENSRNOG00000012405","Tcf4","84382"
"ENSRNOG00000012111","Poli","291526"
"ENSRNOG00000011853","Mbd2","680172"
"ENSRNOG00000033099","Dcc","25311"
"ENSRNOG00000012176","Rab27b","84590"
"ENSRNOG00000028677","C18h18orf54","361346"
"ENSRNOG00000026324","Stard6","291527"
"ENSRNOG00000015777","Mex3c","307271"
"ENSRNOG00000051965","Smad4","50554"
"ENSRNOG00000000113","Elac1","307604"
"ENSRNOG00000015582","Me2","307270"
"ENSRNOG00000024426","Mro","361348"
"ENSRNOG00000015401","Mapk4","54268"
"ENSRNOG00000015275","Ska1","291441"
"ENSRNOG00000014614","Cxxc1","291440"
"ENSRNOG00000024104","Mbd1","291439"
"ENSRNOG00000014585","Cfap53","364899"
"ENSRNOG00000014104","Myo5b","25132"
"ENSRNOG00000013766","Acaa2","170465"
"ENSRNOG00000018694","Lipg","291437"
"ENSRNOG00000042387","Slc25a5-ps11","498885"
"ENSRNOG00000018680","Rpl17","291434"
"ENSRNOG00000018676","C18h18orf32","498886"
"ENSRNOG00000018425","Dym","291433"
"ENSRNOG00000018359","Smad7","81516"
"ENSRNOG00000018342","Ctif","364900"
"ENSRNOG00000022572",NA,NA
"ENSRNOG00000053223",NA,NA
"ENSRNOG00000047924","Zbtb7c","679155"
"ENSRNOG00000018140","Smad2","29357"
"ENSRNOG00000043171","Hdhd2","361351"
"ENSRNOG00000017788","Katnal2","307253"
"ENSRNOG00000017493","Pias2","83422"
"ENSRNOG00000022691","St8sia5","364901"
"ENSRNOG00000048824","Ark2c","307251"
"ENSRNOG00000017215","Ark2n","307249"
"ENSRNOG00000017067","Haus1","192228"
"ENSRNOG00000017032","Atp5f1a","65262"
"ENSRNOG00000016987","Pstpip2","307248"
"ENSRNOG00000046666",NA,NA
"ENSRNOG00000052894","Epg5","364902"
"ENSRNOG00000016753","Slc14a1","54301"
"ENSRNOG00000016208","Setbp1","291423"
"ENSRNOG00000055157","Pard6g","307237"
"ENSRNOG00000053370","Adnp2","307236"
"ENSRNOG00000055647","Rbfa","307235"
"ENSRNOG00000052004",NA,NA
"ENSRNOG00000057774","Naa12","498890"
"ENSRNOG00000059215","Slc66a2","361352"
"ENSRNOG00000053640","Kcng2","307234"
"ENSRNOG00000061474","Ctdp1","291414"
"ENSRNOG00000017146","Nfatc1","100361818"
"ENSRNOG00000032039","Atp9b","291411"
"ENSRNOG00000026116","Sall3","364910"
"ENSRNOG00000045593",NA,NA
"ENSRNOG00000016516","Mbp","24547"
"ENSRNOG00000016303","Zfp236","291409"
"ENSRNOG00000016258","Zfp516","291406"
"ENSRNOG00000016246","Tshz1","307217"
"ENSRNOG00000016239","Ptgr3","291403"
"ENSRNOG00000043357","Zfp407","307213"
"ENSRNOG00000027739","Cndp1","307212"
"ENSRNOG00000015591","Cndp2","291394"
"ENSRNOG00000015448","Dipk1c","498891"
"ENSRNOG00000038241","C18h18orf63","100359752"
"ENSRNOG00000015205",NA,NA
"ENSRNOG00000015142","Timm21","307210"
"ENSRNOG00000038225","Fbxo15","361354"
"ENSRNOG00000014006","Neto1","307206"
"ENSRNOG00000013654","Cbln2","291388"
"ENSRNOG00000013622","H2az2l3","498894"
"ENSRNOG00000038212","Socs6","307200"
"ENSRNOG00000038211",NA,NA
"ENSRNOG00000038200","Rttn","291377"
"ENSRNOG00000038190","Dok6","498898"
"ENSRNOG00000045740","Tmx3","682967"
"ENSRNOG00000046450",NA,NA
"ENSRNOG00000011865","Ciao2b","680987"
"ENSRNOG00000011901","Rrad","83521"
"ENSRNOG00000012343","Pdp2","246311"
"ENSRNOG00000012371","Ca7","291819"
"ENSRNOG00000033133","Nae1","84019"
"ENSRNOG00000025791","Dync1li2","81655"
"ENSRNOG00000011009","Cmtm4","498902"
"ENSRNOG00000010691","Cmtm3","291813"
"ENSRNOG00000012853","Tk2","291824"
"ENSRNOG00000013301",NA,NA
"ENSRNOG00000013481","Cdh11","84407"
"ENSRNOG00000053984",NA,NA
"ENSRNOG00000056643","Cdh8","84408"
"ENSRNOG00000060310","Phb1l2","688815"
"ENSRNOG00000011782","Got2","25721"
"ENSRNOG00000012007","Slc38a7","291840"
"ENSRNOG00000012271","Cnot1","291841"
"ENSRNOG00000012447","Setd6","291844"
"ENSRNOG00000012482","Ndrg4","64457"
"ENSRNOG00000011863","Gins3","307639"
"ENSRNOG00000011933","Csnk2a2","307641"
"ENSRNOG00000042179","Cfap20","307642"
"ENSRNOG00000012622","Mmp15","291848"
"ENSRNOG00000013216","Usb1","307643"
"ENSRNOG00000013460",NA,NA
"ENSRNOG00000014087","Kifc3","307644"
"ENSRNOG00000014626","Katnb1","291852"
"ENSRNOG00000014963","Adgrg1","260326"
"ENSRNOG00000025843","Ccdc102a","361363"
"ENSRNOG00000015679","Dok4","361364"
"ENSRNOG00000015720","Polr2c","361365"
"ENSRNOG00000016190","Coq9","498909"
"ENSRNOG00000016234","Ciapin1","307649"
"ENSRNOG00000016326","Cx3cl1","89808"
"ENSRNOG00000016991","Arl2bp","498910"
"ENSRNOG00000060931","Rspry1","689249"
"ENSRNOG00000017841","Psme3ip1","307652"
"ENSRNOG00000043286","Cpne2","498972"
"ENSRNOG00000054489",NA,NA
"ENSRNOG00000018796","Herpud1","85430"
"ENSRNOG00000018564","Nup93","291874"
"ENSRNOG00000043098","Mt2","689415"
"ENSRNOG00000018958","Mt3","117038"
"ENSRNOG00000019020","Bbs2","113948"
"ENSRNOG00000019288","Ogfod1","307657"
"ENSRNOG00000042983","Nudt21","291877"
"ENSRNOG00000055446","Amfr","361367"
"ENSRNOG00000019482","Gnao1","50664"
"ENSRNOG00000013742","Large1","361368"
"ENSRNOG00000013826",NA,NA
"ENSRNOG00000033451","Rps18l2","307665"
"ENSRNOG00000030174",NA,NA
"ENSRNOG00000013878","Hmgxb4","307667"
"ENSRNOG00000014093","Tom1","361370"
"ENSRNOG00000053115",NA,NA
"ENSRNOG00000047379",NA,NA
"ENSRNOG00000014117","Hmox1","24451"
"ENSRNOG00000014336","Mcm5","291885"
"ENSRNOG00000014761","Rasd2","171099"
"ENSRNOG00000032666","LOC134483393","134483393"
"ENSRNOG00000016643","Lpcat2","100359680"
"ENSRNOG00000016695","Mmp2","81686"
"ENSRNOG00000011728","Fto","291905"
"ENSRNOG00000011829","Rpgrip1l","307724"
"ENSRNOG00000011956","Aktip","291906"
"ENSRNOG00000012153","Rbl2","81758"
"ENSRNOG00000049302","Chd9","307726"
"ENSRNOG00000028649","Tox3","291908"
"ENSRNOG00000014048","Cyld","312937"
"ENSRNOG00000014202","Snx20","307742"
"ENSRNOG00000014293",NA,NA
"ENSRNOG00000014419","Brd7","361374"
"ENSRNOG00000014776","Adcy7","84420"
"ENSRNOG00000024212","Tent4b","307745"
"ENSRNOG00000015459","Heatr3","361375"
"ENSRNOG00000015534","Cnep1r1","291914"
"ENSRNOG00000014658","Zfp423","94188"
"ENSRNOG00000054562",NA,NA
"ENSRNOG00000000010","Cbln1","498922"
"ENSRNOG00000015121","N4bp1","291921"
"ENSRNOG00000015143","Siah1","140941"
"ENSRNOG00000015162","Lonp2","291922"
"ENSRNOG00000024101","Phkb","361377"
"ENSRNOG00000015843","Itfg1","171083"
"ENSRNOG00000016245","Neto2","307757"
"ENSRNOG00000016251","Dnaja2","84026"
"ENSRNOG00000059579","Gpt2","307759"
"ENSRNOG00000017090","C19h16orf87","291925"
"ENSRNOG00000013907","Sall1","307740"
"ENSRNOG00000003461","Zfp330","361387"
"ENSRNOG00000003479","Rnf150","364983"
"ENSRNOG00000003496","Tbc1d9","304645"
"ENSRNOG00000028176","Elmod2","688581"
"ENSRNOG00000003755","Clgn","685504"
"ENSRNOG00000003853","Scoc","364981"
"ENSRNOG00000028717","Ndufb7","361385"
"ENSRNOG00000021808","Tecr","191576"
"ENSRNOG00000021824","Dnajb1","361384"
"ENSRNOG00000003864","Gipc1","83823"
"ENSRNOG00000004094","Ptger1","25637"
"ENSRNOG00000004131","Pkn1","29355"
"ENSRNOG00000004373","Ddx39a","89827"
"ENSRNOG00000004489","Adgre5","361383"
"ENSRNOG00000029134","Adgrl1","65096"
"ENSRNOG00000005115","Asf1b","304648"
"ENSRNOG00000005257","Prkaca","25636"
"ENSRNOG00000052637",NA,NA
"ENSRNOG00000005729","Palm3","100359592"
"ENSRNOG00000024754",NA,NA
"ENSRNOG00000006049","Rfx1","288906"
"ENSRNOG00000006551","Dcaf15","304653"
"ENSRNOG00000006747","Cc2d1a","288908"
"ENSRNOG00000025796","Brme1","304654"
"ENSRNOG00000031593","Nanos3","288909"
"ENSRNOG00000007582","Zswim4","304655"
"ENSRNOG00000049931",NA,NA
"ENSRNOG00000026211","Mri1","288912"
"ENSRNOG00000008319","Yju2b","304656"
"ENSRNOG00000008450",NA,NA
"ENSRNOG00000052707","Cacna1a","25398"
"ENSRNOG00000054344",NA,NA
"ENSRNOG00000002864","Nacc1","171454"
"ENSRNOG00000002914","Trmt1","288914"
"ENSRNOG00000002950","Lyl1","304663"
"ENSRNOG00000002983","Nfix","81524"
"ENSRNOG00000003011","Gadd45gip1","288916"
"ENSRNOG00000003026","Rad23a","361381"
"ENSRNOG00000003029","Calr","64202"
"ENSRNOG00000003149","Farsa","288917"
"ENSRNOG00000003307","Gcdh","364975"
"ENSRNOG00000003443","Klf1","304666"
"ENSRNOG00000023830","Dnase2","171575"
"ENSRNOG00000003469","Mast1","353118"
"ENSRNOG00000043215","Rtbdn","304667"
"ENSRNOG00000003504","Rnaseh2a","364974"
"ENSRNOG00000003520","Prdx2","29338"
"ENSRNOG00000042838",NA,NA
"ENSRNOG00000003682","Hook2","304669"
"ENSRNOG00000003747","Get3","288919"
"ENSRNOG00000003863","Trir","288920"
"ENSRNOG00000003970","Tnpo2","304670"
"ENSRNOG00000004212","Fbxw9","288921"
"ENSRNOG00000004219","Dhps","288923"
"ENSRNOG00000004287","Wdr83","288924"
"ENSRNOG00000033611","Wdr83os","288925"
"ENSRNOG00000023910","Man2b1","361378"
"ENSRNOG00000023920","Zfp791","100363196"
"ENSRNOG00000024043","Orc6","291927"
"ENSRNOG00000017612","Vps35","25479"
"ENSRNOG00000042971",NA,NA
"ENSRNOG00000046533",NA,NA
"ENSRNOG00000018382","Inpp4b","116699"
"ENSRNOG00000018377",NA,NA
"ENSRNOG00000026880","Usp38","307764"
"ENSRNOG00000017879","Gab1","361388"
"ENSRNOG00000018149","Smarca5","307766"
"ENSRNOG00000018268","Hhip","291936"
"ENSRNOG00000018296","Anapc10","361389"
"ENSRNOG00000018345","Abce1","361390"
"ENSRNOG00000018477","Otud4","307774"
"ENSRNOG00000018483","Smad1","25671"
"ENSRNOG00000011618","Mmaa","291939"
"ENSRNOG00000011697","Zfp827","291940"
"ENSRNOG00000049370",NA,NA
"ENSRNOG00000011991","Slc10a7","291942"
"ENSRNOG00000012138",NA,NA
"ENSRNOG00000012721","Ednra","24326"
"ENSRNOG00000012860","Tmem184c","291946"
"ENSRNOG00000012928","Prmt9","291947"
"ENSRNOG00000013152","Arhgap10","688429"
"ENSRNOG00000027022",NA,NA
"ENSRNOG00000034007","Nr3c2","25672"
"ENSRNOG00000055568",NA,NA
"ENSRNOG00000054284","Slc25a36l1","364991"
"ENSRNOG00000014647","Cbfb","361391"
"ENSRNOG00000014668","Phaf1","207123"
"ENSRNOG00000015179","Tradd","246756"
"ENSRNOG00000015588","Nol3","85383"
"ENSRNOG00000015625","Matcap1","688736"
"ENSRNOG00000015641","Exoc3l1","291961"
"ENSRNOG00000015708","E2f4","100360427"
"ENSRNOG00000015800","Elmo3","291962"
"ENSRNOG00000015974","Tmem208","291963"
"ENSRNOG00000054625","Fhod1","291964"
"ENSRNOG00000028844","Slc9a5","192215"
"ENSRNOG00000016479","Plekhg4","307796"
"ENSRNOG00000017045","Zdhhc1","291967"
"ENSRNOG00000017084","Hsd11b2","25117"
"ENSRNOG00000017235","Atp6v0d1","291969"
"ENSRNOG00000017604","Ripor1","291974"
"ENSRNOG00000017674","Ctcf","83726"
"ENSRNOG00000024452","Carmil2","307797"
"ENSRNOG00000038973","Acd","307798"
"ENSRNOG00000017746","Pard6a","307799"
"ENSRNOG00000024364","Enkd1","291975"
"ENSRNOG00000017953",NA,NA
"ENSRNOG00000018000","Ranbp10","361396"
"ENSRNOG00000024178","Cenpt","307805"
"ENSRNOG00000019109","Thap11","307806"
"ENSRNOG00000018945","Nutf2","291981"
"ENSRNOG00000024025","Edc4","361399"
"ENSRNOG00000019290","Pskh1","364993"
"ENSRNOG00000019353","Ctrl","117184"
"ENSRNOG00000019494",NA,NA
"ENSRNOG00000019573","Lcat","24530"
"ENSRNOG00000019651","Slc12a4","29501"
