"ensembl","symbol","entrez"
"ENSRNOG00000050650","Ttc16","100362059"
"ENSRNOG00000049034","Ptrh1","362113"
"ENSRNOG00000015420","Stxbp1","25558"
"ENSRNOG00000015845","Niban2","362115"
"ENSRNOG00000022312","Lrsam1","311866"
"ENSRNOG00000016220","Rpl12","499782"
"ENSRNOG00000022274","Slc2a8","85256"
"ENSRNOG00000057044","Garnl3","499783"
"ENSRNOG00000016910","Ralgps1","100361774"
"ENSRNOG00000016678","Angptl2","171100"
"ENSRNOG00000032700","Zbtb34","689174"
"ENSRNOG00000017017","Zbtb43","311872"
"ENSRNOG00000017172","Mvb12b","362118"
"ENSRNOG00000022162","Pbx3","311876"
"ENSRNOG00000017583","Mapkap1","296648"
"ENSRNOG00000017925","Gapvd1","311880"
"ENSRNOG00000018294","Hspa5","25617"
"ENSRNOG00000018591","Rabepk","296649"
"ENSRNOG00000018687","Fbxw2","311881"
"ENSRNOG00000018809","Psmd5","296651"
"ENSRNOG00000018874","Phf19","296653"
"ENSRNOG00000062165",NA,NA
"ENSRNOG00000022015","Cntrl","311886"
"ENSRNOG00000018901",NA,NA
"ENSRNOG00000018991","Gsn","296654"
"ENSRNOG00000019147","Stom","296655"
"ENSRNOG00000046379",NA,NA
"ENSRNOG00000019179","Ggta1","246766"
"ENSRNOG00000055226","Dab2ip","192126"
"ENSRNOG00000019339","Ttll11","689746"
"ENSRNOG00000005668","Ndufa8","296658"
"ENSRNOG00000005996","Lhx6","311901"
"ENSRNOG00000006763","Rbm18","311902"
"ENSRNOG00000025997","Mrrf","311903"
"ENSRNOG00000007415","Ptgs1","24693"
"ENSRNOG00000059243",NA,NA
"ENSRNOG00000008484","Pdcl","64013"
"ENSRNOG00000009196","Rc3h2","311909"
"ENSRNOG00000009340","Zbtb6","366029"
"ENSRNOG00000009346","Zbtb26","311910"
"ENSRNOG00000009402","Rabgap1","311911"
"ENSRNOG00000042269",NA,NA
"ENSRNOG00000010150","Strbp","84476"
"ENSRNOG00000025498","Crb2","366031"
"ENSRNOG00000010526","Dennd1a","311913"
"ENSRNOG00000056587",NA,NA
"ENSRNOG00000010551","Lhx2","296706"
"ENSRNOG00000010897","Nek6","360161"
"ENSRNOG00000011732","Psmb7","85492"
"ENSRNOG00000029627",NA,NA
"ENSRNOG00000013232","Nr6a1","362125"
"ENSRNOG00000014272","Rpl35","296709"
"ENSRNOG00000014317","Arpc5l","296710"
"ENSRNOG00000014493","Golga1","311919"
"ENSRNOG00000025278","Scai","690538"
"ENSRNOG00000015145","Ppp6c","171121"
"ENSRNOG00000028690","LOC100362366","100362366"
"ENSRNOG00000031168","Arhgap15","295635"
"ENSRNOG00000031038","Qtman","362129"
"ENSRNOG00000039025",NA,NA
"ENSRNOG00000004677","Zeb2","311071"
"ENSRNOG00000005334",NA,NA
"ENSRNOG00000005021","Orc4","295596"
"ENSRNOG00000027596","Mbd5","311026"
"ENSRNOG00000029447","Epc2","362132"
"ENSRNOG00000004680","Kif5c","311024"
"ENSRNOG00000004614","Lypd6b","362133"
"ENSRNOG00000038980",NA,NA
"ENSRNOG00000005951","Hnrnpa1-ps20","679581"
"ENSRNOG00000004740","Mmadhc","362134"
"ENSRNOG00000004624","Rnd3","295588"
"ENSRNOG00000004673",NA,NA
"ENSRNOG00000027502","Nmi","311021"
"ENSRNOG00000050792","Tnfaip6","84397"
"ENSRNOG00000054901","Rif1","295602"
"ENSRNOG00000006783","Neb","311029"
"ENSRNOG00000006839","Arl5a","117050"
"ENSRNOG00000007666","Cacnb4","58942"
"ENSRNOG00000027447","Stam2","311030"
"ENSRNOG00000055567","Fmnl2","499797"
"ENSRNOG00000004864","Prpf40a","295607"
"ENSRNOG00000005074","Arl6ip6","499798"
"ENSRNOG00000005109","Rprm","680110"
"ENSRNOG00000005335","Galnt13","311039"
"ENSRNOG00000005369","Kcnj3","50599"
"ENSRNOG00000005600","Nr4a2","54278"
"ENSRNOG00000033824","Gpd2","25062"
"ENSRNOG00000021472","Ermn","295619"
"ENSRNOG00000004772","Cytip","311047"
"ENSRNOG00000004828","Acvr1c","245921"
"ENSRNOG00000005033","Acvr1","79558"
"ENSRNOG00000057740","Ccdc148","311051"
"ENSRNOG00000005504","Pkp4","295625"
"ENSRNOG00000025394","Tanc1","311055"
"ENSRNOG00000005990","Wdsub1","362137"
"ENSRNOG00000056984","Baz2b","317627"
"ENSRNOG00000006241","Marchf7","311059"
"ENSRNOG00000008482","Rbms1","362138"
"ENSRNOG00000008859","Tank","252961"
"ENSRNOG00000061129","Psmd14","311078"
"ENSRNOG00000005049","Tbr1","680427"
"ENSRNOG00000005307","Slc4a10","295645"
"ENSRNOG00000030763","Dpp4","25253"
"ENSRNOG00000005498","Gcg","24952"
"ENSRNOG00000005679","Fap","192203"
"ENSRNOG00000006227","Ifih1","499801"
"ENSRNOG00000007359","Gca","295647"
"ENSRNOG00000007528","Kcnh7","170739"
"ENSRNOG00000004679","Fign","295649"
"ENSRNOG00000054733",NA,NA
"ENSRNOG00000052498","Grb14","58844"
"ENSRNOG00000027016","Cobll1","311088"
"ENSRNOG00000005007","Scn3a","497770"
"ENSRNOG00000005018","Scn2a","24766"
"ENSRNOG00000005359","Csrnp3","311093"
"ENSRNOG00000005727","Galnt3","366061"
"ENSRNOG00000005868","Ttc21b","295654"
"ENSRNOG00000053122","Scn1a","81574"
"ENSRNOG00000006639","Scn9a","78956"
"ENSRNOG00000007625","B3galt1","366064"
"ENSRNOG00000024808","Stk39","54348"
"ENSRNOG00000024595","Cers6","366065"
"ENSRNOG00000006731","Spc25","295661"
"ENSRNOG00000056184","Lrp2","29216"
"ENSRNOG00000007127","Bbs5","362142"
"ENSRNOG00000007461",NA,NA
"ENSRNOG00000024335","Fastkd1","311112"
"ENSRNOG00000007673","Ppig","83624"
"ENSRNOG00000052954","Cfap210","311113"
"ENSRNOG00000007979","Phospho2","295663"
"ENSRNOG00000007981","Klhl23","311114"
"ENSRNOG00000007998","Ssb","81783"
"ENSRNOG00000008469","Mettl5","502632"
"ENSRNOG00000008616","Ubr3","311115"
"ENSRNOG00000000007","Gad1","24379"
"ENSRNOG00000055853",NA,NA
"ENSRNOG00000060572",NA,NA
"ENSRNOG00000009382","Mettl8","502633"
"ENSRNOG00000023386","Gorasp2","113961"
"ENSRNOG00000009300","Tlk1","311118"
"ENSRNOG00000009403","Dcaf17","499807"
"ENSRNOG00000009620","Cybrd1","295669"
"ENSRNOG00000009781","Dync1i2","116659"
"ENSRNOG00000022922","Slc25a12","362145"
"ENSRNOG00000001524","Hat1","296501"
"ENSRNOG00000061587","Metap1d","311748"
"ENSRNOG00000001520","Dlx1","296500"
"ENSRNOG00000001519","Dlx2","296499"
"ENSRNOG00000001518","Itga6","114517"
"ENSRNOG00000001517","Pdk1","116551"
"ENSRNOG00000001516","Rapgef4","252857"
"ENSRNOG00000001515","Map3k20","311743"
"ENSRNOG00000001514","Cdca7","311742"
"ENSRNOG00000029423","LOC134486107","134486107"
"ENSRNOG00000028543",NA,NA
"ENSRNOG00000060479","Sp3","367846"
"ENSRNOG00000019047","Ola1","296488"
"ENSRNOG00000028187","Sp9","366078"
"ENSRNOG00000018719","Cirsr","362149"
"ENSRNOG00000018657","Scrn3","311731"
"ENSRNOG00000018485","Gpr155","311730"
"ENSRNOG00000018406","Wipf1","117538"
"ENSRNOG00000061018",NA,NA
"ENSRNOG00000017939","Chn1","84030"
"ENSRNOG00000001597","Atf2","81647"
"ENSRNOG00000001596","Atp5mc3","114630"
"ENSRNOG00000001593","Lnpk","362151"
"ENSRNOG00000001559","Mtx2","288150"
"ENSRNOG00000052968","Hnrnpa3","362152"
"ENSRNOG00000001548","Nfe2l2","83619"
"ENSRNOG00000001547","Agps","84114"
"ENSRNOG00000059460",NA,NA
"ENSRNOG00000052519",NA,NA
"ENSRNOG00000024457","Pde11a","140928"
"ENSRNOG00000010595","Rbm45","266631"
"ENSRNOG00000010812","Osbpl6","311129"
"ENSRNOG00000011195","Prkra","311130"
"ENSRNOG00000038165","Pjvk","679552"
"ENSRNOG00000011758","Fkbp7","295672"
"ENSRNOG00000011830","Plekha3","295674"
"ENSRNOG00000012580","Ccdc141","311134"
"ENSRNOG00000012603","Sestd1","295678"
"ENSRNOG00000031935",NA,NA
"ENSRNOG00000019065","Zfp385b","311137"
"ENSRNOG00000042321",NA,NA
"ENSRNOG00000012651","Cwc22","362153"
"ENSRNOG00000004544","Ube2e3","295686"
"ENSRNOG00000004861","Itga4","311144"
"ENSRNOG00000005609","Neurod1","29458"
"ENSRNOG00000005865","Itprid2","311146"
"ENSRNOG00000054212","Pde1a","81529"
"ENSRNOG00000006803","Dnajc10","295690"
"ENSRNOG00000007765","Frzb","295691"
"ENSRNOG00000007518","Nckap1","58823"
"ENSRNOG00000008868",NA,NA
"ENSRNOG00000009290","Nup35","295692"
"ENSRNOG00000038004","Zfp804a","295695"
"ENSRNOG00000005256","Zc3h15","362154"
"ENSRNOG00000004912","Itgav","296456"
"ENSRNOG00000004783","Fam171b","499821"
"ENSRNOG00000032579","Zswim2","296455"
"ENSRNOG00000054695","Calcrl","25029"
"ENSRNOG00000005039","Tfpi","29436"
"ENSRNOG00000030790","Ctnnd1","311163"
"ENSRNOG00000054563","Selenoh","502642"
"ENSRNOG00000005308","Tmx2","295701"
"ENSRNOG00000006050","Med19","311165"
"ENSRNOG00000006832","Zdhhc5","362156"
"ENSRNOG00000007416","Clp1","311166"
"ENSRNOG00000060130",NA,NA
"ENSRNOG00000007457","Serping1","295703"
"ENSRNOG00000030467","Ube2l6","295704"
"ENSRNOG00000007883","Timm10","64464"
"ENSRNOG00000008243","Slc43a1","311168"
"ENSRNOG00000021513","Rtn4rl2","311169"
"ENSRNOG00000061768","Slc43a3","311170"
"ENSRNOG00000008552","P2rx3","81739"
"ENSRNOG00000008825","Ssrp1","81785"
"ENSRNOG00000009195","Tnks1bp1","295707"
"ENSRNOG00000028266","Lrrc55","311171"
"ENSRNOG00000059883",NA,NA
"ENSRNOG00000010101",NA,NA
"ENSRNOG00000053452","Actg1l1","100361457"
"ENSRNOG00000034025","Ptprj","29645"
"ENSRNOG00000028215","Nup160","311182"
"ENSRNOG00000007241","Fnbp4","311183"
"ENSRNOG00000058658","Mtch2","295922"
"ENSRNOG00000009140",NA,NA
"ENSRNOG00000009155","Ndufs3","295923"
"ENSRNOG00000009397","Kbtbd4","311185"
"ENSRNOG00000009723","Ptpmt1","29390"
"ENSRNOG00000010379","Celf1","362160"
"ENSRNOG00000011414","Psmc3","29677"
"ENSRNOG00000011981","Slc39a13","295928"
"ENSRNOG00000012568","Madd","94193"
"ENSRNOG00000013594","Acp2","24162"
"ENSRNOG00000014071","Ddb2","100362121"
"ENSRNOG00000014204","Pacsin3","311187"
"ENSRNOG00000014429","Arfgap2","362162"
"ENSRNOG00000014798","Cstpp1","295930"
"ENSRNOG00000015285","Lrp4","83469"
"ENSRNOG00000016067","Ckap5","311191"
"ENSRNOG00000016610","Arhgap1","311193"
"ENSRNOG00000016984","Atg13","362164"
"ENSRNOG00000043204",NA,NA
"ENSRNOG00000017422","Ambra1","59319"
"ENSRNOG00000017556","Chrm4","25111"
"ENSRNOG00000017560","Mdk","81517"
"ENSRNOG00000017737","Dgkz","81821"
"ENSRNOG00000005413","Creb3l1","362165"
"ENSRNOG00000006063","Phf21a","362166"
"ENSRNOG00000006353","Large2","311202"
"ENSRNOG00000006539","Pex16","311203"
"ENSRNOG00000058478","Mapk8ip1","116457"
"ENSRNOG00000007478","Cry2","170917"
"ENSRNOG00000007732","Slc35c1","311204"
"ENSRNOG00000007989","Chst1","295934"
"ENSRNOG00000008000","Syt13","80977"
"ENSRNOG00000008674","Prdm11","690358"
"ENSRNOG00000008738","Tp53i11","311209"
"ENSRNOG00000008758","Tspan18","311210"
"ENSRNOG00000000047","Cd82","83628"
"ENSRNOG00000008944","Ext2","311215"
"ENSRNOG00000009199",NA,NA
"ENSRNOG00000055564","C3h11orf96","499839"
"ENSRNOG00000021678","Alkbh3","362169"
"ENSRNOG00000009630","Hsd17b12","84013"
"ENSRNOG00000032900","Timm23-ps8","100362432"
"ENSRNOG00000060635",NA,NA
"ENSRNOG00000056421",NA,NA
"ENSRNOG00000010495","Ttc17","311224"
"ENSRNOG00000009689","Api5","362170"
"ENSRNOG00000029798","Lrrc4c","311236"
"ENSRNOG00000037567","Iftap","295952"
"ENSRNOG00000004639","Traf6","311245"
"ENSRNOG00000004666","Prr5l","362171"
"ENSRNOG00000004755","Commd9","295956"
"ENSRNOG00000058157","Ldlrad3","366138"
"ENSRNOG00000049848",NA,NA
"ENSRNOG00000005191","Trim44","362172"
"ENSRNOG00000005347","Fjx1","366140"
"ENSRNOG00000005479","Slc1a2","29482"
"ENSRNOG00000006094","Cd44","25406"
"ENSRNOG00000006947","Pdhx","311254"
"ENSRNOG00000007446","Apip","295961"
"ENSRNOG00000008364","Cat","24248"
"ENSRNOG00000008510","Abtb2","171440"
"ENSRNOG00000008663","Nat10","311257"
"ENSRNOG00000009152","Caprin1","362173"
"ENSRNOG00000009401","Lmo2","362176"
"ENSRNOG00000009549","Fbxo3","690634"
"ENSRNOG00000042821","Cd59b","25407"
"ENSRNOG00000011132","G2","100362814"
"ENSRNOG00000011358","Hipk3","83617"
"ENSRNOG00000012089","Cstf3","362178"
"ENSRNOG00000042576","Tcp11l1","499846"
"ENSRNOG00000012262","Depdc7","295971"
"ENSRNOG00000037514","Qser1","311266"
"ENSRNOG00000029262","Rpl17-ps17","362181"
"ENSRNOG00000012738","Eif3m","295975"
"ENSRNOG00000013452","Rcn1","362182"
"ENSRNOG00000004410","Pax6","25509"
"ENSRNOG00000004787","Elp4","687694"
"ENSRNOG00000031694","Rpl35al6","108350427"
"ENSRNOG00000004829","Immp1l","691145"
"ENSRNOG00000004842","Dnajc24","362184"
"ENSRNOG00000004863","Mpped2","362185"
"ENSRNOG00000004891","Arl14ep","311279"
"ENSRNOG00000004918","Kcna4","25469"
"ENSRNOG00000004926",NA,NA
"ENSRNOG00000005037","Kif18a","362186"
"ENSRNOG00000047466","Bdnf","24225"
"ENSRNOG00000045698",NA,NA
"ENSRNOG00000005715","Lgr4","286994"
"ENSRNOG00000005902","Ccdc34","362187"
"ENSRNOG00000004731","Ano3","311287"
"ENSRNOG00000021395","Rps8-ps17","100363452"
"ENSRNOG00000005058","Lpcat4","296048"
"ENSRNOG00000005184","Nop10","691534"
"ENSRNOG00000005196","Slc12a6","691209"
"ENSRNOG00000005719","Emc4","296049"
"ENSRNOG00000005814","Katnbl1","691543"
"ENSRNOG00000005884","Emc7","296050"
"ENSRNOG00000006419","Aven","311299"
"ENSRNOG00000006645","Ryr3","170546"
"ENSRNOG00000031760","Fmn1","296512"
"ENSRNOG00000026053","Grem1","50566"
"ENSRNOG00000007542","Scg5","25719"
"ENSRNOG00000008115","Arhgap11a","296060"
"ENSRNOG00000008337",NA,NA
"ENSRNOG00000008912","Aqr","366163"
"ENSRNOG00000043037","Zfp770","691610"
"ENSRNOG00000037356","Dph6","362191"
"ENSRNOG00000004571","Cdin1","499864"
"ENSRNOG00000004730","Meis2","311311"
"ENSRNOG00000005209",NA,NA
"ENSRNOG00000005366","Fam98b","499866"
"ENSRNOG00000005404","Rasgrp1","29434"
"ENSRNOG00000045829","Thbs1","445442"
"ENSRNOG00000005888","Fsip1","296074"
"ENSRNOG00000005971","Gpr176","117257"
"ENSRNOG00000006027","Eif2ak4","114859"
"ENSRNOG00000007512","Srp14","296076"
"ENSRNOG00000007529","Bmf","246142"
"ENSRNOG00000007906","Bub1b","171576"
"ENSRNOG00000007925","Pak6","296078"
"ENSRNOG00000055241",NA,NA
"ENSRNOG00000026787","Disp2","311324"
"ENSRNOG00000009334","Knstrn","311325"
"ENSRNOG00000009421","Ivd","24513"
"ENSRNOG00000010428","Bahd1","362194"
"ENSRNOG00000045997",NA,NA
"ENSRNOG00000010472","Ccdc32","296081"
"ENSRNOG00000046797",NA,NA
"ENSRNOG00000060100","Knl1","311327"
"ENSRNOG00000037302","Rad51","499870"
"ENSRNOG00000011690","Rmdn3","311328"
"ENSRNOG00000012368","Dnajc17","311329"
"ENSRNOG00000012528","Zfyve19","499871"
"ENSRNOG00000012811","Spint1","311331"
"ENSRNOG00000013380","Rhov","171581"
"ENSRNOG00000013689","Vps18","296083"
"ENSRNOG00000014011","Dll4","311332"
"ENSRNOG00000014387","Chac1","362196"
"ENSRNOG00000014483","Ino80","296084"
"ENSRNOG00000004742","Chp1","64152"
"ENSRNOG00000057458","Oip5","499873"
"ENSRNOG00000004921","Nusap1","311336"
"ENSRNOG00000005006","Ndufaf1","296086"
"ENSRNOG00000005183","Rtf1","366169"
"ENSRNOG00000005284","Itpka","81677"
"ENSRNOG00000005483","Rpap1","311338"
"ENSRNOG00000058586","Tyro3","25232"
"ENSRNOG00000006378","Mga","499874"
"ENSRNOG00000007018","Mapkbp1","362197"
"ENSRNOG00000050072","Jmjd7","100137086"
"ENSRNOG00000007447","Pla2g4b","311341"
"ENSRNOG00000007584","Ehd4","192204"
"ENSRNOG00000024904","Pla2g4e","296091"
"ENSRNOG00000008316","Vps39","362199"
"ENSRNOG00000008455","Tmem87a","366170"
"ENSRNOG00000024563","Ganc","24382"
"ENSRNOG00000052583","Zfp106","688018"
"ENSRNOG00000050552","Snap23","64630"
"ENSRNOG00000009143","Lrrc57","311346"
"ENSRNOG00000048310",NA,NA
"ENSRNOG00000048933","Haus2","103691872"
"ENSRNOG00000046745",NA,NA
"ENSRNOG00000010050","Stard9","691920"
"ENSRNOG00000010528","Rpusd2","311326"
"ENSRNOG00000026378",NA,NA
"ENSRNOG00000049007",NA,NA
"ENSRNOG00000047427","Cdan1","311348"
"ENSRNOG00000011059","Ttbk2","311349"
"ENSRNOG00000037207","Ubr1","499877"
"ENSRNOG00000023874","Tmem62","311350"
"ENSRNOG00000011379","Ccndbp1","362201"
"ENSRNOG00000043002",NA,NA
"ENSRNOG00000012166","Mapda","311352"
"ENSRNOG00000012419",NA,NA
"ENSRNOG00000012798","Tubgcp4","362203"
"ENSRNOG00000013837","Tp53bp1","296099"
"ENSRNOG00000014230","Map1a","25152"
"ENSRNOG00000014436","Ppip5k1","311355"
"ENSRNOG00000014573","Ckmt1","29593"
"ENSRNOG00000023064","Catsper2","366174"
"ENSRNOG00000015018","Pdia3","29468"
"ENSRNOG00000015277",NA,NA
"ENSRNOG00000015499","Serinc4","311358"
"ENSRNOG00000015703",NA,NA
"ENSRNOG00000022491","Wdr76","311361"
"ENSRNOG00000016189","Frmd5","311362"
"ENSRNOG00000016357","Golm2","362204"
"ENSRNOG00000022141","Ctdspl2","311368"
"ENSRNOG00000016459","Eif3j","691947"
"ENSRNOG00000021954","Spg11","311372"
"ENSRNOG00000017123","B2m","24223"
"ENSRNOG00000017291","Sord","24788"
"ENSRNOG00000017395","Duox2","79107"
"ENSRNOG00000033348","Duox1","266807"
"ENSRNOG00000028685","Shf","362205"
"ENSRNOG00000028668","Slc28a2","60423"
"ENSRNOG00000051627",NA,NA
"ENSRNOG00000000168","Gatm","81660"
"ENSRNOG00000000169","Afg2b","691729"
"ENSRNOG00000000170","Slc30a4","64469"
"ENSRNOG00000037160","Bloc1s6","317630"
"ENSRNOG00000004812","Sema6d","311384"
"ENSRNOG00000005258","Myef2","679712"
"ENSRNOG00000007221","Dut","497778"
"ENSRNOG00000007302","Fbn1","83727"
"ENSRNOG00000037134","Shc4","679845"
"ENSRNOG00000008452","Eid1","499882"
"ENSRNOG00000008629","Secisbp2l","296115"
"ENSRNOG00000008744","Cops2","261736"
"ENSRNOG00000009289","Galk2","296117"
"ENSRNOG00000037124","Fam227b","296118"
"ENSRNOG00000009593","Dtwd1","296119"
"ENSRNOG00000010128","Slc27a2","65192"
"ENSRNOG00000010659","Gabpb1","499883"
"ENSRNOG00000010729","Usp8","296121"
"ENSRNOG00000057806","Trpm7","679906"
"ENSRNOG00000011652","Sppl2a","311401"
"ENSRNOG00000022938","Ap4e1","311404"
"ENSRNOG00000011715",NA,NA
"ENSRNOG00000011778","Blvra","116599"
"ENSRNOG00000012051","Ncaph","680089"
"ENSRNOG00000012151","Itpripl1","499885"
"ENSRNOG00000012157","Snrnp200","296126"
"ENSRNOG00000012638","Ciao1","29231"
"ENSRNOG00000022727",NA,NA
"ENSRNOG00000013479","Stard7","296128"
"ENSRNOG00000013862","Dusp2","311406"
"ENSRNOG00000013974","Fahd2a","296131"
"ENSRNOG00000014152","Kcnip3","65199"
"ENSRNOG00000015188",NA,NA
"ENSRNOG00000015192","Mrps5","296134"
"ENSRNOG00000015756","Nphp1","296136"
"ENSRNOG00000032778","Bub1","296137"
"ENSRNOG00000016551","Bcl2l11","64547"
"ENSRNOG00000016965","Anapc1","311412"
"ENSRNOG00000017319","Mertk","65037"
"ENSRNOG00000017443","Tmem87b","362212"
"ENSRNOG00000017550","Fbln7","296145"
"ENSRNOG00000017647","Zc3h8","311414"
"ENSRNOG00000017740",NA,NA
"ENSRNOG00000026277","Zc3h6","311415"
"ENSRNOG00000018205","Ttl","171572"
"ENSRNOG00000018349","Polr1b","83582"
"ENSRNOG00000018491","Chchd5","296147"
"ENSRNOG00000018567","Slc20a1","81826"
"ENSRNOG00000026143","Ckap2l","680515"
"ENSRNOG00000004763","Sirpa","25528"
"ENSRNOG00000026036","Pdyn","29190"
"ENSRNOG00000029173","Rpl22l2","680575"
"ENSRNOG00000006002","Stk35","311419"
"ENSRNOG00000006961","Snrpb","171365"
"ENSRNOG00000007128","Nop56","362214"
"ENSRNOG00000007316","Idh3b","94173"
"ENSRNOG00000007408","Ebf4","680751"
"ENSRNOG00000021220","Cpxm1","296156"
"ENSRNOG00000021221","Pced1a","296158"
"ENSRNOG00000021222","Vps16","296159"
"ENSRNOG00000021223","Ptpra","25167"
"ENSRNOG00000021224","Mrps26","362216"
"ENSRNOG00000021230","Ubox5","296161"
"ENSRNOG00000053270","Fastkd5","366192"
"ENSRNOG00000021231","Lzts3","280670"
"ENSRNOG00000021232","Ddrgk1","296162"
"ENSRNOG00000021233","Itpa","311422"
"ENSRNOG00000021234","Slc4a11","311423"
"ENSRNOG00000021237","Dnaaf9","499891"
"ENSRNOG00000021240","Atrn","83526"
"ENSRNOG00000021241","Gfra4","66023"
"ENSRNOG00000021245","Adissp","311428"
"ENSRNOG00000021247",NA,NA
"ENSRNOG00000057284","Spef1","311429"
"ENSRNOG00000021248","Cdc25b","171103"
"ENSRNOG00000021249","Ap5s1","499893"
"ENSRNOG00000025295","Mavs","311430"
"ENSRNOG00000025286","Pank2","296167"
"ENSRNOG00000021250",NA,NA
"ENSRNOG00000053070",NA,NA
"ENSRNOG00000021255","Smox","308652"
"ENSRNOG00000021256","Adra1d","29413"
"ENSRNOG00000021259","Prnp","24686"
"ENSRNOG00000021261","Rassf2","311437"
"ENSRNOG00000021262","Slc23a2","50622"
"ENSRNOG00000021263",NA,NA
"ENSRNOG00000021264","Pcna","25737"
"ENSRNOG00000021265","Cds2","114101"
"ENSRNOG00000021266",NA,NA
"ENSRNOG00000053201","Gpcpd1","362219"
"ENSRNOG00000021268","Shld1","681292"
"ENSRNOG00000021269","Chgb","24259"
"ENSRNOG00000021270","Trmt6","311441"
"ENSRNOG00000021272","Mcm8","296178"
"ENSRNOG00000021273","Crls1","366196"
"ENSRNOG00000021276",NA,NA
"ENSRNOG00000024852","Tmx4","296182"
"ENSRNOG00000004810","Plcb1","24654"
"ENSRNOG00000033119","Plcb4","25031"
"ENSRNOG00000005509","Pak5","311450"
"ENSRNOG00000006037","Snap25","25012"
"ENSRNOG00000006705","Mkks","311456"
"ENSRNOG00000007430","Slx4ip","499895"
"ENSRNOG00000007443","Jag1","29146"
"ENSRNOG00000008088","Btbd3","311462"
"ENSRNOG00000027574",NA,NA
"ENSRNOG00000004493","Tasp1","311468"
"ENSRNOG00000004777","Esf1","366203"
"ENSRNOG00000004784","Ndufaf5","296190"
"ENSRNOG00000050784","Macrod2","685695"
"ENSRNOG00000004874","Flrt3","366205"
"ENSRNOG00000004951","Kif16b","311478"
"ENSRNOG00000004967","Snrpb2","362223"
"ENSRNOG00000005438","Pcsk2","25121"
"ENSRNOG00000057476",NA,NA
"ENSRNOG00000005707","Bfsp1","25394"
"ENSRNOG00000005924","Dstn","502674"
"ENSRNOG00000005958","Rrbp1","311483"
"ENSRNOG00000006077","Snx5","296199"
"ENSRNOG00000028196","Mgme1","296200"
"ENSRNOG00000007160","Kat14","362224"
"ENSRNOG00000027955","Zfp133","499900"
"ENSRNOG00000007440","Dzank1","311486"
"ENSRNOG00000007548","Polr3f","311487"
"ENSRNOG00000007972","Rbbp9","29459"
"ENSRNOG00000008411","Sec23b","362226"
"ENSRNOG00000036971","Smim26","296207"
"ENSRNOG00000008746",NA,NA
"ENSRNOG00000060687","Slc24a3","85267"
"ENSRNOG00000010131","Rin2","311494"
"ENSRNOG00000010523","Naa20","362228"
"ENSRNOG00000010587","Crnkl1","100910202"
"ENSRNOG00000011028","Cfap61","311496"
"ENSRNOG00000036964","Ralgapa2","296211"
"ENSRNOG00000025141","Kiz","311502"
"ENSRNOG00000011785","Xrn2","362229"
"ENSRNOG00000004641","Sstr4","25555"
"ENSRNOG00000004687","Thbd","83580"
"ENSRNOG00000024799","Cd93","84398"
"ENSRNOG00000004700","Nxt1","296219"
"ENSRNOG00000004735","Gzf1","311508"
"ENSRNOG00000004753","Napb","499903"
"ENSRNOG00000005195","Cst3","25307"
"ENSRNOG00000033100","Fth1-ps5","689130"
"ENSRNOG00000031536","Syndig1","362235"
"ENSRNOG00000006112",NA,NA
"ENSRNOG00000056526",NA,NA
"ENSRNOG00000050729",NA,NA
"ENSRNOG00000005920",NA,NA
"ENSRNOG00000006795","Apmap","366227"
"ENSRNOG00000007102","Acss1","296259"
"ENSRNOG00000007427","Entpd6","85260"
"ENSRNOG00000007583","Pygb","25739"
"ENSRNOG00000036934","Abhd12","499913"
"ENSRNOG00000008091","Gins1","499914"
"ENSRNOG00000027747","Ninl","311529"
"ENSRNOG00000008307",NA,NA
"ENSRNOG00000008604","Nsfl1c","83809"
"ENSRNOG00000008822","Fkbp1a","25639"
"ENSRNOG00000009588","Snph","296267"
"ENSRNOG00000009635",NA,NA
"ENSRNOG00000009640","Psmf1","689852"
"ENSRNOG00000050946","Fam110a","311535"
"ENSRNOG00000005148","Scrt2","366229"
"ENSRNOG00000000012","Tcf15","296272"
"ENSRNOG00000005276","Csnk2a1","116549"
"ENSRNOG00000005766","Tbc1d20","362237"
"ENSRNOG00000006695","Rbck1","60383"
"ENSRNOG00000007319","Trib3","246273"
"ENSRNOG00000023935","Sox12","689988"
"ENSRNOG00000007514",NA,NA
"ENSRNOG00000007520",NA,NA
"ENSRNOG00000007738","Hm13","311545"
"ENSRNOG00000021750","Id1","25261"
"ENSRNOG00000007946","Bcl2l1","24888"
"ENSRNOG00000005116",NA,NA
"ENSRNOG00000008165","Tpx2","311546"
"ENSRNOG00000008534","Dusp15","362238"
"ENSRNOG00000008845","Pdrg1","296278"
