"ensembl_id","symbol","gene_name","entrez_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","direction"
"ENSRNOG00000019447","Ecel1","endothelin converting enzyme-like 1","60417",51.0620825867794,1.83992768059453,0.355040412287283,5.18230493464429,2.19160523153287e-07,2.21161418086498e-06,"up"
"ENSRNOG00000001931",NA,NA,NA,525.32952860103,0.608968898535741,0.117583867685773,5.17901741557888,2.23057647493605e-07,2.24773475551248e-06,"up"
"ENSRNOG00000016385","Gabrd","gamma-aminobutyric acid type A receptor subunit delta","29689",29.9121050880664,2.93876844938652,0.567584287474357,5.17767759650902,2.24665041554413e-07,2.26071195441809e-06,"up"
"ENSRNOG00000008133","Mfng","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","315119",351.896072767453,-0.696563054913196,0.134763595806394,-5.16877759713315,2.35630098246632e-07,2.35384033322459e-06,"down"
"ENSRNOG00000009790","Kcnk3","potassium two pore domain channel subfamily K member 3","29553",373.317278759117,0.665045571444582,0.128704139919621,5.16724304175391,2.37572251109127e-07,2.37036121910573e-06,"up"
"ENSRNOG00000013452","Rcn1","reticulocalbin 1","362182",343.093450153598,0.727511911310334,0.140877632852617,5.1641406558232,2.41546019406474e-07,2.4083108404248e-06,"up"
"ENSRNOG00000004330","Chrdl1","chordin-like 1","363455",67.6777467948635,1.66660983552731,0.32346219459882,5.15240996739774,2.57160087094411e-07,2.56038065602514e-06,"up"
"ENSRNOG00000010984","Anxa11","annexin A11","290527",139.040426136236,1.04204543668093,0.202425109516793,5.14780720222104,2.63549163791984e-07,2.62214737646202e-06,"up"
"ENSRNOG00000017786","Acta1","actin, alpha 1, skeletal muscle","29437",152.193236401684,1.00380343987399,0.195495267414396,5.13466874748537,2.8264139610305e-07,2.80618278741471e-06,"up"
"ENSRNOG00000019128","St8sia4","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","116696",170.87880428897,0.944736646370483,0.184014007833827,5.13404744286436,2.83576562598273e-07,2.81152151901918e-06,"up"
"ENSRNOG00000008837","Ass1","argininosuccinate synthase 1","25698",41.6311643370325,2.06322698047698,0.40465497993821,5.09873122231692,3.41937668166132e-07,3.35953758973224e-06,"up"
"ENSRNOG00000016419","Pdlim5","PDZ and LIM domain 5","64353",300.854400698074,0.710417737386817,0.139336663182697,5.09857004724825,3.42228891732595e-07,3.36006548246548e-06,"up"
"ENSRNOG00000002997","Nherf2","NHERF family PDZ scaffold protein 2","116501",100.526699744168,1.2330616489927,0.243113294913928,5.07196305092755,3.93732848358979e-07,3.84174644040196e-06,"up"
"ENSRNOG00000043031","Rd3l","RD3 like","314467",89.1342001398946,1.48773745955062,0.294138735408355,5.05794470587216,4.23799270330544e-07,4.11524507662082e-06,"up"
"ENSRNOG00000052498","Grb14","growth factor receptor bound protein 14","58844",474.489719240053,0.616155708754353,0.121847488986105,5.05677805822178,4.26398988141312e-07,4.13764944048236e-06,"up"
"ENSRNOG00000001452","Fzd9","frizzled class receptor 9","266608",246.844400992204,0.812339926558797,0.160738752917596,5.05379015211875,4.33127489847382e-07,4.18857670974761e-06,"up"
"ENSRNOG00000020580","Shfl","shiftless antiviral inhibitor of ribosomal frameshifting","500956",61.5531869169473,1.76344795631069,0.349109770417286,5.05127070549433,4.38880556879562e-07,4.24131292263118e-06,"up"
"ENSRNOG00000017879","Gab1","GRB2-associated binding protein 1","361388",374.789859940756,-0.632178822864097,0.125374327452693,-5.04233072039915,4.59895544863948e-07,4.42625997873138e-06,"down"
"ENSRNOG00000005620","Lcp2","lymphocyte cytosolic protein 2","155918",31.3060664743114,-2.19290529887488,0.435688160775634,-5.03319919221802,4.82361455751497e-07,4.62361102708143e-06,"down"
"ENSRNOG00000048138","Zfp566","zinc finger protein 566","502316",459.596536803339,-0.623338496431112,0.123971189377957,-5.02809160385411,4.95385229206924e-07,4.74202315481702e-06,"down"
"ENSRNOG00000010068","Plpp7","phospholipid phosphatase 7 (inactive)","296635",327.314014236072,0.711238490364986,0.141668138669124,5.02045482524574,5.15492737958434e-07,4.91454936430992e-06,"up"
"ENSRNOG00000008937","Csrp1","cysteine and glycine-rich protein 1","29276",563.891373875063,0.618436965051835,0.123447721030731,5.00970742827957,5.45128436425513e-07,5.17615913996521e-06,"up"
"ENSRNOG00000059500","Cdkn1c","cyclin-dependent kinase inhibitor 1C","246060",307.482647910578,-0.688844308311497,0.137588084315815,-5.00656951317344,5.54086572829141e-07,5.24713308727355e-06,"down"
"ENSRNOG00000032569","Lingo3","leucine rich repeat and Ig domain containing 3","690755",173.50649004269,0.935702471249181,0.187198989670451,4.99843761388035,5.77966994854373e-07,5.46230931409463e-06,"up"
"ENSRNOG00000027736","Cnn1","calponin 1","65204",88.0381620055811,1.33859940825276,0.26782279231219,4.99807875459832,5.79043373129154e-07,5.46882886717709e-06,"up"
"ENSRNOG00000005705","Qpct","glutaminyl-peptide cyclotransferase","313837",244.65881437003,0.813126322781143,0.162949947851137,4.99003733050577,6.0367625066981e-07,5.69387439631765e-06,"up"
"ENSRNOG00000049388","Prr32","proline rich 32","683753",25.6766321234873,3.00120529719898,0.602862119030716,4.97826153353993,6.41579259427574e-07,6.02726650888534e-06,"up"
"ENSRNOG00000024159","Fcer1g","Fc epsilon receptor Ig","25441",48.4033028556287,-2.15509923980646,0.432921999617758,-4.97803124283191,6.42342895236383e-07,6.03043615249127e-06,"down"
"ENSRNOG00000013301",NA,NA,NA,123.953764555892,1.14935328139136,0.231032200106295,4.97486186281635,6.52941845828064e-07,6.11371359018891e-06,"up"
"ENSRNOG00000019184","Npr3","natriuretic peptide receptor 3","25339",233.419586969069,0.85584226109355,0.172185252597801,4.97047365079905,6.67895381802588e-07,6.245461904655e-06,"up"
"ENSRNOG00000042592","Rgs10","regulator of G-protein signaling 10","54290",424.885444360847,0.667976438448671,0.134405729973674,4.96985090278151,6.70044053317853e-07,6.25728268405345e-06,"up"
"ENSRNOG00000017980","Itgal","integrin subunit alpha L","308995",61.5893178386703,-1.78070081316169,0.358778166222754,-4.96323628583383,6.93281535872544e-07,6.45723974293927e-06,"down"
"ENSRNOG00000004828","Acvr1c","activin A receptor type 1C","245921",99.5005442041153,1.32588341618629,0.267515410367251,4.95628799240419,7.18526899465324e-07,6.67918434535835e-06,"up"
"ENSRNOG00000038184",NA,NA,NA,415.03764198932,0.67267002156351,0.135779937192939,4.95411940430983,7.26585809231509e-07,6.7496625272537e-06,"up"
"ENSRNOG00000024763",NA,NA,NA,441.959834381579,0.595296558994667,0.120682194014156,4.93276215151375,8.10748576373593e-07,7.50194300754322e-06,"up"
